PANEL,KODE,JENIS_LAMPU,TIANG,KONDISI_TIANG,DESA/KEL,KECAMATAN,KABUPATEN,LATITUDE,LONGITUDE
45330091598,PJL DN. SUMURPANDAN GYM 1A24,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.192153,111.716162
45330091598,PJL DN. SUMURPANDAN GYM 1A25,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.192141,111.715908
45330091598,PJL DN. SUMURPANDAN GYM 1A26,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.192121,111.715637
45330091598,PJL DN. SUMURPANDAN GYM 1A27,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193119,111.718307
45330091598,PJL DN. SUMURPANDAN GYM 1A28,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193063,111.718583
45330091598,PJL DN. SUMURPANDAN GYM 1A29,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193009,111.718778
45330091598,PJL DN. SUMURPANDAN GYM 1A3,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193482,111.71774
45330091598,PJL DN. SUMURPANDAN GYM 1A4,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193464,111.717502
45330091598,PJL DN. SUMURPANDAN GYM 1A5,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193461,111.717171
45330091598,PJL DN. SUMURPANDAN GYM 1A6,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.19347,111.716935
45330091598,PJL DN. SUMURPANDAN GYM 1A7,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193467,111.716697
45330091598,PJL DN. SUMURPANDAN GYM 1A8,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193455,111.716408
45330091598,PJL DN. SUMURPANDAN GYM 1A9,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193446,111.71617
45330091598,PJL DN. SUMURPANDAN GYM 1B1,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193656,111.718197
45330091598,PJL DN. SUMURPANDAN GYM 1B10,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.194362,111.716362
45330091598,PJL DN. SUMURPANDAN GYM 1B11,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.194329,111.716098
45330091598,PJL DN. SUMURPANDAN GYM 1B12,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.194315,111.715814
45330091598,PJL DN. SUMURPANDAN GYM 1B13,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.194286,111.715548
45330091598,PJL DN. SUMURPANDAN GYM 1B14,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193658,111.718444
45330091598,PJL DN. SUMURPANDAN GYM 1B15,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193623,111.718741
45330091598,PJL DN. SUMURPANDAN GYM 1B16,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.19353,111.718977
45330091598,PJL DN. SUMURPANDAN GYM 1B17,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193491,111.71928
45330091598,PJL DN. SUMURPANDAN GYM 1B18,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193517,111.719516
45330091598,PJL DN. SUMURPANDAN GYM 1B19,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193532,111.719789
45330091598,PJL DN. SUMURPANDAN GYM 1B2,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193957,111.718184
45330091598,PJL DN. SUMURPANDAN GYM 1B20,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193565,111.720059
45330091598,PJL DN. SUMURPANDAN GYM 1B21,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.1936,111.720339
45330091598,PJL DN. SUMURPANDAN GYM 1B22,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193632,111.720612
45330091598,PJL DN. SUMURPANDAN GYM 1B23,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193661,111.720892
45330091598,PJL DN. SUMURPANDAN GYM 1B24,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193681,111.721222
45330091598,PJL DN. SUMURPANDAN GYM 1B25,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193543,111.721412
45330091598,PJL DN. SUMURPANDAN GYM 1B26,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193567,111.721633
45330091598,PJL DN. SUMURPANDAN GYM 1B27,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.193658,111.721831
45330091598,PJL DN. SUMURPANDAN GYM 1B3,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.194277,111.718191
45330091598,PJL DN. SUMURPANDAN GYM 1B4,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.194539,111.718176
45330091598,PJL DN. SUMURPANDAN GYM 1B5,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.194503,111.717951
45330091598,PJL DN. SUMURPANDAN GYM 1B6,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.194469,111.71755
45330091598,PJL DN. SUMURPANDAN GYM 1B7,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.194416,111.717116
45330091598,PJL DN. SUMURPANDAN GYM 1B8,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.194416,111.716873
45330091598,PJL DN. SUMURPANDAN GYM 1B9,LED 30,STAINLESS 6M,Baik,GAYAM,GAYAM,Bojonegoro,-7.194385,111.716615
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A1,LED 30,STAINLESS 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269528,111.620250
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A1,LED 30,STAINLESS 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269528,111.620250
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A10,LED 30,STAINLESS 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269861,111.621583
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A10,LED 30,STAINLESS 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269861,111.621583
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A11,LED 30,STAINLESS 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269944,111.621806
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A11,LED 30,STAINLESS 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269944,111.621806
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A12,LED 30,STAINLESS 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.270028,111.621972
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A12,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.270028,111.621972
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A13,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.270000,111.622250
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A14,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269833,111.622361
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A15,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269639,111.622333
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A16,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269278,111.622444
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A17,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269194,111.622639
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A18,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269194,111.622889
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A19,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269222,111.623028
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A2,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269667,111.620194
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A2,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269667,111.620194
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A20,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.270167,111.621667
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A21,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.270389,111.621528
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A22,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.270528,111.621500
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A23,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.270528,111.621639
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A24,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.270583,111.621278
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A25,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.270861,111.621167
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A3,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269889,111.620111
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A3,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269889,111.620111
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A4,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.270083,111.620028
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A4,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.270083,111.620028
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A5,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269556,111.620583
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A5,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269556,111.620583
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A6,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269694,111.620778
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A6,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269694,111.620778
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A7,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269917,111.620750
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A7,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269917,111.620750
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A8,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269722,111.621056
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A8,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269722,111.621056
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A9,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269806,111.621333
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1A9,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269806,111.621333
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1B1,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269278,111.620167
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1B2,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.269111,111.619972
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1B3,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.268972,111.619778
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1B4,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.268833,111.619611
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1B5,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.268639,111.619361
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1B6,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.268472,111.619139
4540028947,PJL DN. TAMBAKREJO 1 TBRJ 1B7,LED 30,STAINLEES 6M,Baik,Tambakrejo,Tambakrejo,Bojonegoro,-7.268306,111.618944
518013749041,PJL DN. TAWING 1 KLT 1A1,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.147127,111.766218
518013749041,PJL DN. TAWING 1 KLT 1A10,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146703,111.763921
518013749041,PJL DN. TAWING 1 KLT 1A11,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146648,111.763641
518013749041,PJL DN. TAWING 1 KLT 1A12,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146586,111.763392
518013749041,PJL DN. TAWING 1 KLT 1A13,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146531,111.763101
518013749041,PJL DN. TAWING 1 KLT 1A14,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146468,111.762752
518013749041,PJL DN. TAWING 1 KLT 1A15,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146408,111.762457
518013749041,PJL DN. TAWING 1 KLT 1A16,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146335,111.762240
518013749041,PJL DN. TAWING 1 KLT 1A17,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146224,111.762025
518013749041,PJL DN. TAWING 1 KLT 1A18,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146086,111.761797
518013749041,PJL DN. TAWING 1 KLT 1A2,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.147193,111.766058
518013749041,PJL DN. TAWING 1 KLT 1A3,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.147157,111.765802
518013749041,PJL DN. TAWING 1 KLT 1A4,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.147093,111.765564
518013749041,PJL DN. TAWING 1 KLT 1A5,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.147049,111.765295
518013749041,PJL DN. TAWING 1 KLT 1A6,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146976,111.765017
518013749041,PJL DN. TAWING 1 KLT 1A7,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146901,111.764753
518013749041,PJL DN. TAWING 1 KLT 1A8,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146833,111.764423
518013749041,PJL DN. TAWING 1 KLT 1A9,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146780,111.764146
518013749041,PJL DN. TAWING 1 KLT 1B1,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.147137,111.766552
518013749041,PJL DN. TAWING 1 KLT 1B10,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.145179,111.767249
518013749041,PJL DN. TAWING 1 KLT 1B11,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.144921,111.767223
518013749041,PJL DN. TAWING 1 KLT 1B12,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.144712,111.767086
518013749041,PJL DN. TAWING 1 KLT 1B13,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.144482,111.766955
518013749041,PJL DN. TAWING 1 KLT 1B14,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.144272,111.766937
518013749041,PJL DN. TAWING 1 KLT 1B2,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.147150,111.766850
518013749041,PJL DN. TAWING 1 KLT 1B3,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.147122,111.767043
518013749041,PJL DN. TAWING 1 KLT 1B4,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146849,111.767115
518013749041,PJL DN. TAWING 1 KLT 1B5,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146603,111.767170
518013749041,PJL DN. TAWING 1 KLT 1B6,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146295,111.767179
518013749041,PJL DN. TAWING 1 KLT 1B7,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.146017,111.767198
518013749041,PJL DN. TAWING 1 KLT 1B8,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.145777,111.767217
518013749041,PJL DN. TAWING 1 KLT 1B9,LED 30,STAINLEES 6M,Baik,Wotanngare,Kalitidu,Bojonegoro,-7.145490,111.767225
518013815880,PJL DN. TLOTOK BBL 5A1,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333793,111.796186
518013815880,PJL DN. TLOTOK BBL 5A10,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333522,111.798078
518013815880,PJL DN. TLOTOK BBL 5A11,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333417,111.798349
518013815880,PJL DN. TLOTOK BBL 5A12,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333284,111.798569
518013815880,PJL DN. TLOTOK BBL 5A13,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333053,111.798911
518013815880,PJL DN. TLOTOK BBL 5A14,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.332907,111.799155
518013815880,PJL DN. TLOTOK BBL 5A15,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.332829,111.799351
518013815880,PJL DN. TLOTOK BBL 5A16,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.332699,111.799594
518013815880,PJL DN. TLOTOK BBL 5A17,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.332549,111.799837
518013815880,PJL DN. TLOTOK BBL 5A2,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333875,111.796414
518013815880,PJL DN. TLOTOK BBL 5A3,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333997,111.796686
518013815880,PJL DN. TLOTOK BBL 5A4,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.334054,111.796948
518013815880,PJL DN. TLOTOK BBL 5A5,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333928,111.797009
518013815880,PJL DN. TLOTOK BBL 5A6,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333866,111.797127
518013815880,PJL DN. TLOTOK BBL 5A7,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333818,111.797328
518013815880,PJL DN. TLOTOK BBL 5A8,LED 250,STAINLEES 6M,Miring,Bubulan,Bubulan,Bojonegoro,-7.333778,111.797650
518013815880,PJL DN. TLOTOK BBL 5A9,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333661,111.797874
518013815880,PJL DN. TLOTOK BBL 5B1,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333775,111.795932
518013815880,PJL DN. TLOTOK BBL 5B10,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.332440,111.793804
518013815880,PJL DN. TLOTOK BBL 5B2,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333651,111.795670
518013815880,PJL DN. TLOTOK BBL 5B3,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333510,111.795436
518013815880,PJL DN. TLOTOK BBL 5B4,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333354,111.795200
518013815880,PJL DN. TLOTOK BBL 5B5,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333169,111.794936
518013815880,PJL DN. TLOTOK BBL 5B6,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.333010,111.794730
518013815880,PJL DN. TLOTOK BBL 5B7,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.332850,111.794517
518013815880,PJL DN. TLOTOK BBL 5B8,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.332695,111.794301
518013815880,PJL DN. TLOTOK BBL 5B9,LED 250,STAINLEES 6M,Baik,Bubulan,Bubulan,Bojonegoro,-7.332563,111.794043
50905286626,PJL DN. TREMBES 1 MALO 1A1,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.105095,111.742959
50905286626,PJL DN. TREMBES 1 MALO 1A10,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.107412,111.742353
50905286626,PJL DN. TREMBES 1 MALO 1A11,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.107626,111.742275
50905286626,PJL DN. TREMBES 1 MALO 1A12,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.107883,111.742148
50905286626,PJL DN. TREMBES 1 MALO 1A13,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.108177,111.742013
50905286626,PJL DN. TREMBES 1 MALO 1A14,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.108404,111.741896
50905286626,PJL DN. TREMBES 1 MALO 1A15,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.108638,111.741762
50905286626,PJL DN. TREMBES 1 MALO 1A16,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.108848,111.741671
50905286626,PJL DN. TREMBES 1 MALO 1A17,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.104926,111.743015
50905286626,PJL DN. TREMBES 1 MALO 1A18,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.104546,111.743105
50905286626,PJL DN. TREMBES 1 MALO 1A19,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.104256,111.743198
50905286626,PJL DN. TREMBES 1 MALO 1A2,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.105355,111.742911
50905286626,PJL DN. TREMBES 1 MALO 1A20,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.103973,111.743276
50905286626,PJL DN. TREMBES 1 MALO 1A21,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.103759,111.743322
50905286626,PJL DN. TREMBES 1 MALO 1A22,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.103500,111.743403
50905286626,PJL DN. TREMBES 1 MALO 1A23,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.103263,111.743464
50905286626,PJL DN. TREMBES 1 MALO 1A24,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.103018,111.743559
50905286626,PJL DN. TREMBES 1 MALO 1A25,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.103021,111.743758
50905286626,PJL DN. TREMBES 1 MALO 1A26,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.103038,111.743864
50905286626,PJL DN. TREMBES 1 MALO 1A27,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.103112,111.744135
50905286626,PJL DN. TREMBES 1 MALO 1A28,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.102993,111.74422
50905286626,PJL DN. TREMBES 1 MALO 1A29,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.102725,111.744274
50905286626,PJL DN. TREMBES 1 MALO 1A3,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.105596,111.742863
50905286626,PJL DN. TREMBES 1 MALO 1A30,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.102465,111.744314
50905286626,PJL DN. TREMBES 1 MALO 1A31,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.102246,111.744361
50905286626,PJL DN. TREMBES 1 MALO 1A32,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.101928,111.744407
50905286626,PJL DN. TREMBES 1 MALO 1A4,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.105842,111.742795
50905286626,PJL DN. TREMBES 1 MALO 1A5,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.106065,111.742748
50905286626,PJL DN. TREMBES 1 MALO 1A6,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.106366,111.742655
50905286626,PJL DN. TREMBES 1 MALO 1A7,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.106648,111.74259
50905286626,PJL DN. TREMBES 1 MALO 1A8,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.106890,111.742537
50905286626,PJL DN. TREMBES 1 MALO 1A9,LED 30,STAINLEES 6M,Baik,Trembes,malo,Bojonegoro,-7.107151,111.742462
50905332883,PJL DN. TURI 2 TBRJ 2A1,LED 90,STAINLEES 6M,Baik,Turi,Tambakrejo,Bojonegoro,-7.349319,111.654646
